TASKID,task_id,task_type,pro_type,pro_size,pro_weight,status,pickup_lat,pickup_long,pickup_datetime,del_lat,del_long,del_tentativetime,worker_accepttime,worker_pickup_loc_datetime,worker_del_loc_datetime,trip_time_inhrs,req-rating,wor-rating,worker_id,profile_id,pickup,dropof,price
TID_70,70,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,28.373519,76.835337,27/08/2022 13:56,12.786517,79.975221,29/08/2022 19:05,27/08/2022,27/08/2020 13:56,29/08/2022 19:05,05:09:00,4.3,3,70,7,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",600
TID_71,71,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,18.750621,73.87719,27/08/2022 11:58,13.087428,80.184717,29/08/2022 02:42,21/08/2022,27/08/2020 11:58,29/08/2022 02:42,14:44:00,4.4,4,1,8,"Shive, Pune, Maharashtra","Jagadambigainagar, Tiruvallur, Tamil Nadu",600
TID_72,72,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.786517,79.975221,27/08/2022 12:40,22.961777,72.094219,29/08/2022 10:33,26/08/2022,27/08/2020 12:40,29/08/2022 10:33,21:53:00,4.4,4,2,8,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Khorajnanoda, Ahmedabad, Gujarat",200
TID_73,73,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,22.961777,72.094219,27/08/2022 09:57,12.786517,79.975221,29/08/2022 11:31,26/08/2022,27/08/2020 09:57,29/08/2022 11:31,01:34:00,4.4,4,3,8,"Khorajnanoda, Ahmedabad, Gujarat","Singaperumalkoil, Kanchipuram, Tamil Nadu",800
TID_74,74,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,11.154594,76.922532,26/08/2022 20:00,12.746894,77.806168,28/08/2022 13:46,26/08/2022,26/08/2020 20:00,28/08/2022 13:46,17:46:00,4.4,3,4,8,"Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",300
TID_75,75,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.786517,79.975221,26/08/2022 23:47,22.961777,72.094219,29/08/2022 17:07,26/08/2022,26/08/2020 23:47,29/08/2022 17:07,17:20:00,4.1,3,5,8,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Khorajnanoda, Ahmedabad, Gujarat",500
TID_76,76,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,12.786517,79.975221,26/08/2022 23:15,22.961777,72.094219,29/08/2022 17:12,26/08/2022,26/08/2020 23:15,29/08/2022 17:12,17:57:00,4.1,5,6,8,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Khorajnanoda, Ahmedabad, Gujarat",150
TID_77,77,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,28.373519,76.835337,26/08/2022 16:46,12.786517,79.975221,29/08/2022 07:11,26/08/2022,26/08/2020 16:46,29/08/2022 07:11,14:25:00,4.1,3,7,9,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",100
TID_78,78,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,28.373519,76.835337,26/08/2022 16:35,12.930429,79.931163,30/08/2022 02:38,26/08/2022,26/08/2020 16:35,30/08/2022 02:38,10:03:00,4.4,3,8,9,"Jamalpur, Gurgaon, Haryana","Pondur, Kanchipuram, Tamil Nadu",300
TID_79,79,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.683589,77.859239,26/08/2022 19:25,31.045961,76.664373,28/08/2022 20:41,25/08/2022,26/08/2020 19:25,28/08/2022 20:41,01:16:00,3.9,4,9,9,"Onnalvadi, Krishnagiri, Tamil Nadu","Plassaikalan, Solan, Himachal Pradesh",149
TID_80,80,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,28.373519,76.835337,26/08/2022 16:05,12.786517,79.975221,29/08/2022 13:14,26/08/2022,26/08/2020 16:05,29/08/2022 13:14,21:09:00,2.8,5,10,9,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",300
TID_81,81,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,28.373519,76.835337,26/08/2022 11:26,12.786517,79.975221,29/08/2022 03:13,26/08/2022,26/08/2020 11:26,29/08/2022 03:13,15:47:00,2.8,4,11,9,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",250
TID_82,82,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,18.750621,73.87719,26/08/2022 14:36,12.683589,77.859239,28/08/2022 13:05,26/08/2022,26/08/2020 14:36,28/08/2022 13:05,22:29:00,4.1,4,12,9,"Shive, Pune, Maharashtra","Onnalvadi, Krishnagiri, Tamil Nadu",450
TID_83,83,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,28.373519,76.835337,26/08/2022 11:57,22.961777,72.094219,28/08/2022 13:45,26/08/2022,26/08/2020 11:57,28/08/2022 13:45,01:48:00,3.6,5,13,9,"Jamalpur, Gurgaon, Haryana","Khorajnanoda, Ahmedabad, Gujarat",250
TID_84,84,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,18.750621,73.87719,26/08/2022 11:13,12.683589,77.859239,28/08/2022 13:04,26/08/2022,26/08/2020 11:13,28/08/2022 13:04,01:51:00,3.6,2,14,9,"Shive, Pune, Maharashtra","Onnalvadi, Krishnagiri, Tamil Nadu",200
TID_85,85,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,18.750621,73.87719,25/08/2022 18:30,13.202214,80.131693,28/08/2022 15:07,26/08/2022,25/08/2020 18:30,28/08/2022 15:07,20:37:00,4.3,3,15,9,"Shive, Pune, Maharashtra","Guruvoyal, Tiruvallur, Tamil Nadu",400
TID_86,86,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,9.973636,78.281783,25/08/2022 20:54,12.223062,76.690357,28/08/2022 12:56,25/08/2022,25/08/2020 20:54,28/08/2022 12:56,16:01:45,3.9,5,16,10,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",250
TID_87,87,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,22.961777,72.094219,26/08/2022 07:48,28.373519,76.835337,28/08/2022 12:49,25/08/2022,26/08/2020 07:48,28/08/2022 12:49,05:01:00,4.9,5,17,10,"Khorajnanoda, Ahmedabad, Gujarat","Jamalpur, Gurgaon, Haryana",120
TID_88,88,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.671093,77.779537,26/08/2022 09:33,28.373519,76.835337,28/08/2022 12:49,25/08/2022,26/08/2020 09:33,28/08/2022 12:49,03:16:00,3.8,3,18,10,"Gopanapalli, Krishnagiri, Tamil Nadu","Jamalpur, Gurgaon, Haryana",200
TID_89,89,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,9.973636,78.281783,25/08/2022 22:04,12.223062,76.690357,28/08/2022 12:58,25/08/2022,25/08/2020 22:04,28/08/2022 12:58,14:53:55,4.2,4,19,10,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",600
TID_90,90,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.786517,79.975221,25/08/2022 22:17,22.961777,72.094219,29/08/2022 04:05,25/08/2022,25/08/2020 22:17,29/08/2022 04:05,05:48:00,4.2,4,20,10,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Khorajnanoda, Ahmedabad, Gujarat",400
TID_91,91,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,18.750621,73.87719,25/08/2022 18:28,13.202214,80.131693,28/08/2022 12:57,18/08/2022,25/08/2020 18:28,28/08/2022 12:57,18:29:00,4.2,3,21,10,"Shive, Pune, Maharashtra","Guruvoyal, Tiruvallur, Tamil Nadu",400
TID_92,92,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,18.750621,73.87719,25/08/2022 19:30,26.131293,91.749014,29/08/2022 08:41,19/08/2022,25/08/2020 19:30,29/08/2022 08:41,13:11:00,4.2,4,22,10,"Shive, Pune, Maharashtra","Odalbakra, Kamrup, Assam",500
TID_93,93,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,28.373519,76.835337,26/08/2022 09:37,12.786517,79.975221,29/08/2022 05:01,25/08/2022,26/08/2020 09:37,29/08/2022 05:01,19:24:00,4.2,5,23,11,"Jamalpur, Gurgaon, Haryana","Singaperumalkoil, Kanchipuram, Tamil Nadu",300
TID_94,94,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,18.750621,73.87719,25/08/2022 15:40,26.131293,91.749014,29/08/2022 16:15,19/08/2022,25/08/2020 15:40,29/08/2022 16:15,00:35:00,4.2,5,24,11,"Shive, Pune, Maharashtra","Odalbakra, Kamrup, Assam",250
TID_95,95,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.786517,79.975221,25/08/2022 13:20,28.635325,76.693244,30/08/2022 03:21,24/08/2022,25/08/2020 13:20,30/08/2022 03:21,14:01:00,4.3,2,25,11,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Jondhi, Jhajjar, Haryana",150
TID_96,96,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,18.750621,73.87719,25/08/2022 12:20,12.930429,79.931163,28/08/2022 14:03,24/08/2022,25/08/2020 12:20,28/08/2022 14:03,01:43:00,2.7,3,26,11,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",100
TID_97,97,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,22.961777,72.094219,25/08/2022 15:16,28.373519,76.835337,28/08/2022 12:49,25/08/2022,25/08/2020 15:16,28/08/2022 12:49,21:33:00,4.9,2,27,11,"Khorajnanoda, Ahmedabad, Gujarat","Jamalpur, Gurgaon, Haryana",300
TID_98,98,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.930429,79.931163,25/08/2022 15:38,18.750621,73.87719,29/08/2022 06:15,25/08/2022,25/08/2020 15:38,29/08/2022 06:15,14:37:00,4.4,3,28,11,"Pondur, Kanchipuram, Tamil Nadu","Shive, Pune, Maharashtra",225
TID_99,99,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,18.750621,73.87719,25/08/2022 14:20,12.930429,79.931163,28/08/2022 13:00,25/08/2022,25/08/2020 14:20,28/08/2022 13:00,22:40:00,4.9,5,29,11,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",250
TID_100,100,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.722686,77.676518,25/08/2022 08:29,28.373519,76.835337,28/08/2022 23:59,24/08/2022,25/08/2020 08:29,28/08/2022 23:59,15:29:35,4.9,5,30,11,"Anekal, Bangalore, Karnataka","Jamalpur, Gurgaon, Haryana",300
TID_101,101,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,22.961777,72.094219,25/08/2022 08:30,12.786517,79.975221,28/08/2022 13:02,24/08/2022,25/08/2020 08:30,28/08/2022 13:02,04:32:00,3.4,2,31,11,"Khorajnanoda, Ahmedabad, Gujarat","Singaperumalkoil, Kanchipuram, Tamil Nadu",300
TID_102,102,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,12.671093,77.779537,28/08/2022 11:35,13.087428,80.184717,28/08/2022 13:42,27/08/2022,28/08/2020 11:35,28/08/2022 13:42,02:07:00,4.9,3,32,12,"Gopanapalli, Krishnagiri, Tamil Nadu","Jagadambigainagar, Tiruvallur, Tamil Nadu",600
TID_103,103,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,22.749591,86.281875,28/08/2022 11:43,17.942449,74.546328,28/08/2022 15:58,22/08/2022,28/08/2020 11:43,28/08/2022 15:58,04:15:00,2.7,2,33,12,"Gobindpur Housing Colony, East Singhbhum, Jharkhand","Shukarwar Peth Phaltan, Satara, Maharashtra",600
TID_104,104,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,9.973636,78.281783,28/08/2022 10:45,12.223062,76.690357,28/08/2022 17:21,27/08/2022,28/08/2020 10:45,28/08/2022 17:21,06:35:57,4.9,3,34,12,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",400
TID_105,105,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.5159,72.077925,28/08/2022 10:56,12.786517,79.975221,29/08/2022 19:31,27/08/2022,28/08/2020 10:56,29/08/2022 19:31,08:35:00,4.1,2,35,12,"Kalri, Mahesana, Gujarat","Singaperumalkoil, Kanchipuram, Tamil Nadu",300
TID_106,106,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,18.750621,73.87719,28/08/2022 10:52,12.930429,79.931163,28/08/2022 23:37,26/08/2022,28/08/2020 10:52,28/08/2022 23:37,12:45:00,4,1,36,12,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",400
TID_107,107,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,9.973636,78.281783,27/08/2022 21:18,12.223062,76.690357,28/08/2022 15:21,22/08/2022,27/08/2020 21:18,28/08/2022 15:21,18:03:00,4.9,3,37,12,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",200
TID_108,108,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,9.973636,78.281783,27/08/2022 22:13,12.223062,76.690357,28/08/2022 17:54,23/08/2022,27/08/2020 22:13,28/08/2022 17:54,19:41:00,4.9,5,38,12,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",250
TID_109,109,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,18.750621,73.87719,28/08/2022 10:17,12.930429,79.931163,28/08/2022 21:04,28/08/2022,28/08/2020 10:17,28/08/2022 21:04,10:47:00,4,4,39,12,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",200
TID_110,110,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,18.750621,73.87719,28/08/2022 10:11,12.930429,79.931163,28/08/2022 17:36,24/08/2022,28/08/2020 10:11,28/08/2022 17:36,07:25:00,4.9,5,40,12,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",100
TID_111,111,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,18.750621,73.87719,28/08/2022 09:30,12.930429,79.931163,29/08/2022 09:23,27/08/2022,28/08/2020 09:30,29/08/2022 09:23,23:53:00,4.9,3,41,12,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",200
TID_112,112,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,18.750621,73.87719,28/08/2022 09:29,12.930429,79.931163,29/08/2022 06:16,27/08/2022,28/08/2020 09:29,29/08/2022 06:16,20:47:00,4.9,1,42,12,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",300
TID_113,113,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.722686,77.676518,21/08/2022 22:25,28.373519,76.835337,28/08/2022 14:25,21/08/2022,21/08/2020 22:25,28/08/2022 14:25,15:59:46,4.9,4,43,13,"Anekal, Bangalore, Karnataka","Jamalpur, Gurgaon, Haryana",200
TID_114,114,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.722686,77.676518,21/08/2022 22:24,28.373519,76.835337,28/08/2022 12:47,21/08/2022,21/08/2020 22:24,28/08/2022 12:47,14:22:13,4,2,44,13,"Anekal, Bangalore, Karnataka","Jamalpur, Gurgaon, Haryana",200
TID_115,115,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.786517,79.975221,21/08/2022 22:34,22.961777,72.094219,28/08/2022 13:28,21/08/2022,21/08/2020 22:34,28/08/2022 13:28,14:54:00,4.9,6,45,13,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Khorajnanoda, Ahmedabad, Gujarat",600
TID_116,116,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,11.154594,76.922532,26/08/2022 20:00,13.187219,80.307731,28/08/2022 12:52,26/08/2022,26/08/2020 20:00,28/08/2022 12:52,16:52:00,4.9,4,46,13,"Naickenpalayam, Coimbatore, Tamil Nadu","Kamarajnagar, Tiruvallur, Tamil Nadu",800
TID_117,117,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,28.430086,77.017841,20/08/2022 14:02,23.442055,72.150343,28/08/2022 13:12,20/08/2022,20/08/2020 14:02,28/08/2022 13:12,23:10:00,4.1,4,47,13,"Gurgaon, Gurgaon, Haryana","Dabhsar, Ahmedabad, Gujarat",100
TID_118,118,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,9.973636,78.281783,23/08/2022 22:05,12.223062,76.690357,28/08/2022 21:13,23/08/2022,23/08/2020 22:05,28/08/2022 21:13,23:08:00,4,4,48,13,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",400
TID_119,119,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,28.373519,76.835337,24/08/2022 14:48,12.930429,79.931163,28/08/2022 13:00,22/08/2022,24/08/2020 14:48,28/08/2022 13:00,22:12:00,3.8,4,49,13,"Jamalpur, Gurgaon, Haryana","Pondur, Kanchipuram, Tamil Nadu",500
TID_120,120,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,18.750621,73.87719,24/08/2022 17:30,28.30904,76.969455,28/08/2022 17:10,24/08/2022,24/08/2020 17:30,28/08/2022 17:10,23:40:00,3.8,4,50,13,"Shive, Pune, Maharashtra","Patil., Gurgaon, Haryana",250
TID_121,121,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.786517,79.975221,24/08/2022 21:30,28.373519,76.835337,28/08/2022 18:24,24/08/2022,24/08/2020 21:30,28/08/2022 18:24,20:54:00,3,3,51,14,"Singaperumalkoil, Kanchipuram, Tamil Nadu","Jamalpur, Gurgaon, Haryana",150
TID_122,122,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,18.750621,73.87719,24/08/2022 21:53,13.202214,80.131693,28/08/2022 17:34,24/08/2022,24/08/2020 21:53,28/08/2022 17:34,19:41:00,4.1,3,52,14,"Shive, Pune, Maharashtra","Guruvoyal, Tiruvallur, Tamil Nadu",350
TID_123,123,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,22.961777,72.094219,25/08/2022 08:35,12.786517,79.975221,29/08/2022 20:16,24/08/2022,25/08/2020 08:35,29/08/2022 20:16,11:41:00,4,2,53,14,"Khorajnanoda, Ahmedabad, Gujarat","Singaperumalkoil, Kanchipuram, Tamil Nadu",229
TID_124,124,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.722686,77.676518,18/08/2022 23:11,28.373519,76.835337,28/08/2022 13:17,18/08/2022,18/08/2020 23:11,28/08/2022 13:17,14:05:57,4,4,54,14,"Anekal, Bangalore, Karnataka","Jamalpur, Gurgaon, Haryana",250
TID_125,125,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,22.961777,72.094219,24/08/2022 13:33,12.786517,79.975221,28/08/2022 23:08,24/08/2022,24/08/2020 13:33,28/08/2022 23:08,09:35:00,4.9,3,55,14,"Khorajnanoda, Ahmedabad, Gujarat","Singaperumalkoil, Kanchipuram, Tamil Nadu",200
TID_126,126,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,9.973636,78.281783,24/08/2022 10:03,12.223062,76.690357,28/08/2022 12:56,22/08/2022,24/08/2020 10:03,28/08/2022 12:56,02:53:00,4,4,56,14,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",200
TID_127,127,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,18.750621,73.87719,21/08/2022 15:00,28.30904,76.969455,28/08/2022 13:35,21/08/2022,21/08/2020 15:00,28/08/2022 13:35,22:35:00,4.9,4,57,14,"Shive, Pune, Maharashtra","Patil., Gurgaon, Haryana",100
TID_128,128,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,18.750621,73.87719,24/08/2022 10:06,12.930429,79.931163,28/08/2022 13:01,21/08/2022,24/08/2020 10:06,28/08/2022 13:01,02:55:00,4.9,3,58,14,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",200
TID_129,129,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,18.750621,73.87719,24/08/2022 15:19,12.930429,79.931163,28/08/2022 20:16,24/08/2022,24/08/2020 15:19,28/08/2022 20:16,04:57:00,4.2,5,59,15,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",300
TID_130,130,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,28.373519,76.835337,24/08/2022 15:12,12.930429,79.931163,29/08/2022 16:23,24/08/2022,24/08/2020 15:12,29/08/2022 16:23,01:11:00,3.9,4,60,15,"Jamalpur, Gurgaon, Haryana","Pondur, Kanchipuram, Tamil Nadu",500
TID_131,131,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.722686,77.676518,20/08/2022 16:28,28.373519,76.835337,28/08/2022 13:28,19/08/2022,20/08/2020 16:28,28/08/2022 13:28,20:59:45,4.9,3,61,15,"Anekal, Bangalore, Karnataka","Jamalpur, Gurgaon, Haryana",250
TID_132,132,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.722686,77.676518,20/08/2022 22:33,28.373519,76.835337,28/08/2022 14:18,19/08/2022,20/08/2020 22:33,28/08/2022 14:18,15:44:24,3.4,3,62,15,"Anekal, Bangalore, Karnataka","Jamalpur, Gurgaon, Haryana",250
TID_133,133,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,18.750621,73.87719,19/08/2022 23:45,26.131293,91.749014,28/08/2022 13:01,19/08/2022,19/08/2020 23:45,28/08/2022 13:01,13:16:00,3.9,3,63,15,"Shive, Pune, Maharashtra","Odalbakra, Kamrup, Assam",300
TID_134,134,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,18.750621,73.87719,19/08/2022 23:30,26.131293,91.749014,28/08/2022 18:27,19/08/2022,19/08/2020 23:30,28/08/2022 18:27,18:57:00,4.9,3,64,15,"Shive, Pune, Maharashtra","Odalbakra, Kamrup, Assam",200
TID_135,135,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,18.750621,73.87719,13/08/2022 11:22,26.131293,91.749014,28/08/2022 18:26,13/08/2022,13/08/2020 11:22,28/08/2022 18:26,07:03:13,4.9,4,65,16,"Shive, Pune, Maharashtra","Odalbakra, Kamrup, Assam",200
TID_136,136,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,12.722686,77.676518,11/08/2022 15:27,28.373519,76.835337,28/08/2022 16:19,11/08/2022,11/08/2020 15:27,28/08/2022 16:19,00:51:44,4.9,5,66,16,"Anekal, Bangalore, Karnataka","Jamalpur, Gurgaon, Haryana",199
TID_137,137,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,23.67348,86.129379,21/08/2022 16:14,23.530626,85.458186,28/08/2022 14:41,20/08/2022,21/08/2020 16:14,28/08/2022 14:41,22:27:00,4.9,1,67,16,"Bokaro Steel City, Bokaro, Jharkhand","Palu, Ranchi, Jharkhand",250
TID_138,138,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,28.658633,77.438643,25/08/2022 15:33,30.363108,76.794961,28/08/2022 16:28,21/08/2022,25/08/2020 15:33,28/08/2022 16:28,00:55:00,3.8,5,68,16,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","Model Town, Yamuna Nagar, Haryana",500
TID_139,139,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,28.658633,77.438643,25/08/2022 12:51,29.420166,77.784542,28/08/2022 13:14,20/08/2022,25/08/2020 12:51,28/08/2022 13:14,00:23:00,4.9,2,69,16,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","Bhikki, Muzaffarnagar, Uttar Pradesh",200
TID_140,140,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,26.1922904,91.75127678,25/08/2022 16:57,28.927021,77.642158,28/08/2022 12:52,22/08/2022,25/08/2020 16:57,28/08/2022 12:52,19:55:00,3.7,5,70,16,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","I. E. Partapur, Meerut, Uttar Pradesh",200
TID_141,141,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,26.1922904,91.75127678,25/08/2022 16:30,28.927021,77.642158,28/08/2022 13:52,21/08/2022,25/08/2020 16:30,28/08/2022 13:52,21:22:00,4.1,1,1,17,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","I. E. Partapur, Meerut, Uttar Pradesh",200
TID_142,142,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,26.1922904,91.75127678,25/08/2022 16:44,28.927021,77.642158,28/08/2022 16:07,22/08/2022,25/08/2020 16:44,28/08/2022 16:07,23:23:00,4.9,2,2,17,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","I. E. Partapur, Meerut, Uttar Pradesh",250
TID_143,143,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,26.1922904,91.75127678,25/08/2022 16:47,28.927021,77.642158,28/08/2022 12:53,22/08/2022,25/08/2020 16:47,28/08/2022 12:53,20:06:00,3.9,3,3,17,"Ramte Ram Road, Ghaziabad, Uttar Pradesh","I. E. Partapur, Meerut, Uttar Pradesh",270
TID_144,144,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,23.67348,86.129379,25/08/2022 19:59,23.6771248,86.08455004,28/08/2022 13:06,21/08/2022,25/08/2020 19:59,28/08/2022 13:06,17:07:00,4.9,1,4,17,"Bokaro Steel City, Bokaro, Jharkhand","Bokaro Steel City, Bokaro, Jharkhand",100
TID_145,145,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,26.18561964,91.84358193,25/08/2022 20:20,25.525186,91.867201,28/08/2022 14:34,24/08/2022,25/08/2020 20:20,28/08/2022 14:34,18:14:00,4.9,1,5,17,"Narangi, Kamrup, Assam","Pomlakrai, East Khasi Hills, Meghalaya",500
TID_146,146,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,26.1922904,91.75127678,25/08/2022 20:06,23.176713,86.933714,28/08/2022 14:27,22/08/2022,25/08/2020 20:06,28/08/2022 14:27,18:21:00,4.9,5,6,17,"Kuldanga, Howrah, West Bengal","Purusottampur, Bankura, West Bengal",200
TID_147,147,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,26.1922904,91.75127678,25/08/2022 20:08,23.176713,86.933714,28/08/2022 16:36,22/08/2022,25/08/2020 20:08,28/08/2022 16:36,20:28:00,4.9,5,7,18,"Kuldanga, Howrah, West Bengal","Purusottampur, Bankura, West Bengal",200
TID_148,148,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.67348,86.129379,25/08/2022 20:13,24.734179,87.626042,28/08/2022 14:40,24/08/2022,25/08/2020 20:13,28/08/2022 14:40,18:27:00,4.4,5,8,18,"Bokaro Steel City, Bokaro, Jharkhand","Mohulbona, Pakur, Jharkhand",250
TID_149,149,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,18.750621,73.87719,26/08/2022 16:16,12.930429,79.931163,28/08/2022 01:28,26/08/2022,26/08/2020 16:16,28/08/2022 12:15,19:59:00,4.9,3,9,18,"Shive, Pune, Maharashtra","Pondur, Kanchipuram, Tamil Nadu",400
TID_150,150,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.839,79.954,27/08/2022 15:21,12.839,79.954,28/08/2022 03:55,27/08/2022,27/08/2020 15:21,27/08/2022 15:21,23:59:54,3.9,3,10,18,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",250
